county_name,State,county formatted,crime_rate_per_100000,PCTPOVALL_2020,diversity index,noaa/temp-jan,noaa/temp-apr,noaa/temp-jul,noaa/temp-oct,edu/some-college,bls/2020/unemployed,life-expectancy,population/2019,avg_income,poverty-rate,Unemployment_rate,cost-of-living/living_wage,cost-of-living/food_costs,cost-of-living/medical_costs,cost-of-living/housing_costs,cost-of-living/tax_costs
"Bartholomew County, IN", IN,Bartholomew County IN,168.369206,9.1,0.270124,29.1,53.2,75.7,54.9,26.3,2827,77.8,83779,49922,11.2,4.6,14.38,3246,2848,8688,5189
"Barton County, KS", KS,Barton County KS,425.3153513,12.7,0.300496,32,54.8,80.2,57.4,36.6,634,78.66,25779,48036,13.4,4.5,13.27,3246,2543,6468,5405
"Barton County, MO", MO,Barton County MO,219.9592668,16.6,0.128048,32.7,56,78.4,58,26.2,256,77.97,11754,35884,15,4.2,12.73,3246,2681,5112,5509
"Bartow County, GA", GA,Bartow County GA,407.8085966,10.2,0.357673,40.9,59.9,78.9,61.2,31.6,3107,76.13,107738,38298,12.5,3.3,16.72,3177,2713,11952,7126
"Bastrop County, TX", TX,Bastrop County TX,336.3006924,10.8,0.564482,49.7,67.6,83.6,69.4,30.9,2557,77.47,88723,36561,14,3.1,15.42,3177,2760,11856,4473
"Bates County, MO", MO,Bates County MO,308.1570997,14.8,0.098588,29.7,54.6,79,57.4,27.1,407,76.84,16172,38864,16.9,4.3,13.16,3246,2681,5820,5686
"Bath County, KY", KY,Bath County KY,8.360504975,22.5,0.081714,33.9,55.9,76.6,57.5,21.2,379,74.56,12500,30496,19.4,4.8,13.07,3177,3022,5628,5552
"Bath County, VA", VA,Bath County VA,43.32755633,11.2,0.14528,30,50.9,70.8,52,31.5,227,77.3,4147,61628,9.9,7.2,13.06,3177,2866,5916,5405
"Baxter County, AR", AR,Baxter County AR,119.6376688,14.4,0.091101,36.4,58.4,79,59.6,34.5,981,76.94,41932,37106,12.7,5.3,13.18,3177,2633,5736,6062
"Bay County, FL", FL,Bay County FL,497.1797905,12.4,0.371522,52.8,67.6,82.8,71,35.9,5017,76.52,174705,43231,12.1,4.8,13.74,3177,2792,8820,3986
"Bay County, MI", MI,Bay County MI,302.343867,12.7,0.174189,21.2,44.6,70.7,49,36.6,4564,78.37,103126,41722,13.4,4,12.65,3246,2594,5736,4787
"Bayfield County, WI", WI,Bayfield County WI,125.3628926,11,0.25931,12.4,40,66.7,45,34.8,688,79.91,15036,48542,10.3,3.9,13.62,3246,2754,6360,6021
"Baylor County, TX", TX,Baylor County TX,166.0210293,15.3,0.291266,41.4,62.6,84.6,64.8,27.7,62,76.33,3509,41704,15.9,4.1,12.34,3177,2760,6348,3580
"Beadle County, SD", SD,Beadle County SD,237.8318584,12.6,0.320296,16.7,46.5,73.7,47.9,29.8,361,79.39,18453,49246,12.9,7.7,12.72,3246,2831,6756,3692
"Bear Lake County, ID", ID,Bear Lake County ID,84.13259297,9.5,0.121925,18,40.8,66.4,43.4,36.2,129,78.65,6125,38493,11.8,4.4,13.65,3792,2470,6312,6307
"Beaufort County, NC", NC,Beaufort County NC,351.8456093,18.1,0.495151,43.4,61.1,80.4,63.6,34.6,1228,76.37,46994,41643,17.6,3.9,13.34,3177,2728,6564,5481
"Beaufort County, SC", SC,Beaufort County SC,536.5518686,9.6,0.501455,49,65.1,82,67.4,29.3,4166,81.57,192122,56711,10.2,4.4,16.11,3177,2662,10368,7512
"Beauregard Parish, LA", LA,Beauregard Parish LA,182.4867974,14.5,0.348191,49.3,66.6,82.2,67.9,29.5,961,75.09,37497,42782,14.3,4,13.79,3177,3042,7272,5400
"Beaver County, OK", OK,Beaver County OK,197.6284585,11,0.39999,33.9,55.5,80.3,57.6,29,69,78.63,5311,49106,10.6,3.7,13.13,3177,2646,6228,5452
"Beaver County, PA", PA,Beaver County PA,319.1958381,9.1,0.183684,29.6,51.4,72.9,54.2,31.6,8518,78.39,163929,48763,11.7,4.9,13.11,3690,2729,7932,3804
"Beaver County, UT", UT,Beaver County UT,170.3050008,7.7,0.248834,28.3,47.1,72.9,50.2,35.3,112,76.89,6710,33739,8.9,3.9,13.07,3792,2694,6036,5150
"Beaverhead County, MT", MT,Beaverhead County MT,74.93844342,13.3,0.157048,18.6,37.9,61.2,40.1,30.9,203,79.97,9453,44664,14.5,6.2,13.66,3792,2450,6204,6470
"Becker County, MN", MN,Becker County MN,81.24943577,11.4,0.239118,7.4,42.3,69.6,44.3,36.6,1173,79.01,34423,47272,10.2,3.1,13.56,3246,2696,5976,6341
"Beckham County, OK", OK,Beckham County OK,160.7649025,18.8,0.393611,36.8,57.8,80.7,60,32.5,760,73.72,21859,37948,20.8,3.3,13.24,3177,2646,6420,5498
"Bedford County, PA", PA,Bedford County PA,250.7389665,11,0.056908,27.2,48.5,70.8,50.7,21.9,2133,79.25,47888,42889,10.4,4.2,12.51,3690,2729,6852,3629
"Bedford County, TN", TN,Bedford County TN,383.4339121,13,0.372174,38.4,58.8,78.6,60.1,24,1663,75.35,49713,37266,13.9,3.7,12.78,3177,2813,7080,3708
"Bedford County, VA", VA,Bedford County VA,55.85392052,6.8,0.19302,35.7,55.9,75.8,56.9,30.6,1937,79.27,78997,46707,8.6,4.4,14.03,3177,2866,7560,5789
"Bee County, TX", TX,Bee County TX,182.9324065,23.1,0.553516,55.8,71.6,85.2,74,32.3,974,77.87,32565,28457,24,4.9,13.08,3177,2760,7680,3796
"Belknap County, NH", NH,Belknap County NH,207.7136543,7.4,0.094976,20.2,44.8,71.1,49.6,31.2,2157,79.68,61303,61091,8.6,5,13.43,3690,2935,8292,3895
"Bell County, KY", KY,Bell County KY,139.8601399,29.8,0.104157,35.1,55.3,75.3,56.4,22,642,72.72,26032,29612,30.3,6.1,12.92,3177,3022,5376,5490
"Bell County, TX", TX,Bell County TX,402.9457568,14.7,0.653821,48.2,66.6,83.6,68.3,39.9,10099,77.91,362924,42773,13.8,4.9,12.86,3177,2760,7284,3732
"Belmont County, OH", OH,Belmont County OH,47.43355709,12.7,0.127553,27.4,50.2,72.3,52.9,31.1,2918,77.54,67006,42429,11.6,2.9,13.35,3246,2720,6792,5070
"Beltrami County, MN", MN,Beltrami County MN,240.8583315,12.1,0.413556,6,40.2,67.4,42.7,35.2,1559,78.41,47188,41565,16.3,4,13.7,3246,2696,6216,6405
"Ben Hill County, GA", GA,Ben Hill County GA,508.1358835,22.3,0.549835,48,64.8,82.1,66.9,27,377,73.59,16700,31436,22.8,5,13.4,3177,2713,6432,5750
"Benewah County, ID", ID,Benewah County ID,276.42636,12.5,0.274214,30,45.7,66.8,46.4,33.9,310,76.77,9298,37383,15.4,4,14.04,3792,2470,6948,6479
"Bennett County, SD", SD,Bennett County SD,260.7184241,28.3,0.531492,22.8,44.8,71.6,46.9,31.7,54,74.69,3365,29462,31.6,6.1,12.21,3246,2831,5844,3544
"Bennington County, VT", VT,Bennington County VT,155.4870564,10.4,0.094951,19.9,43.6,67.2,46.8,25.9,1128,79.49,35470,54458,10,8.1,14.33,3690,2760,9036,5218
"Benson County, ND", ND,Benson County ND,43.62367311,24.2,0.526149,6.8,39.8,67.8,42,40.7,157,74.36,6832,34482,23.3,7,13.11,3246,2632,7308,4135
"Bent County, CO", CO,Bent County CO,246.1322082,26.6,0.547807,30.6,53.3,78.4,54.3,24.6,80,76.78,5577,27574,34.4,6.9,13.72,3792,2810,7128,5302
"Benton County, AR", AR,Benton County AR,267.1757334,9.1,0.404968,35.5,57.4,78,58.4,26.1,6231,79.39,279141,88890,8.9,5.7,13.94,3177,2633,7008,6379
"Benton County, IA", IA,Benton County IA,50.5856259,7.5,0.058812,19.4,49.4,73.2,50.8,35,652,81.15,25645,53994,7.8,12.5,13.35,3246,2791,5640,6160
"Benton County, IN", IN,Benton County IN,136.8769248,10.7,0.137566,23.1,49.5,72.5,51.9,30.9,221,78.41,8748,42775,8.7,6.4,13.65,3246,2848,7440,4927
"Benton County, MN", MN,Benton County MN,142.8061407,6.9,0.135673,10.2,42.6,70.1,45.3,38.3,1465,79.49,40889,43830,8.6,7.6,14.34,3246,2696,7260,6682
"Benton County, MO", MO,Benton County MO,443.6932178,16.8,0.083631,29.6,54.4,78.2,56.8,31.2,526,76.58,19443,35973,16.7,5.7,13.11,3246,2681,5736,5665
"Benton County, MS", MS,Benton County MS,184.450834,19.8,0.50471,38.7,59.7,79.1,60.7,27.7,250,74.64,8259,30285,20.7,9.2,12.9,3177,2724,5904,5236
"Benton County, OR", OR,Benton County OR,110.8660253,15.7,0.311324,40.4,49.8,66.2,53,28.5,2612,82.08,93053,47019,16.5,6.9,16.44,3792,2395,10428,8080
"Benton County, TN", TN,Benton County TN,251.6881522,16.9,0.128248,37.6,59.2,78.9,59.9,23.7,549,73.36,16160,33661,17.6,6.2,12.12,3177,2813,5904,3517
"Benton County, WA", WA,Benton County WA,222.7811324,9.1,0.426929,35.2,53.3,74.6,53.4,34.8,8461,79.96,204390,47465,10.6,17.3,13.49,3792,2206,8640,3914
"Benzie County, MI", MI,Benzie County MI,74.59260959,9.5,0.113538,23.2,43.8,68.6,49,31.8,817,79.66,17766,43557,9.6,5.9,13.08,3246,2594,6468,4950
"Bergen County, NJ", NJ,Bergen County NJ,93.26422631,6.4,0.581402,30.9,52.3,76.8,56,20.5,45703,82.47,932202,85951,5.7,10,17.57,3690,2864,13812,7058
"Berkeley County, SC", SC,Berkeley County SC,381.9193898,11.1,0.520264,46.3,63.5,82.1,65.2,34.9,5874,77.76,227907,40415,10.7,9.6,16.43,3177,2662,10884,7649
"Berkeley County, WV", WV,Berkeley County WV,242.85688,10,0.264588,31,52.1,74.7,54,30.2,3628,76.39,119171,41201,11,7.6,14.62,3177,2662,8928,5834
"Berks County, PA", PA,Berks County PA,331.7848429,10.9,0.399805,29.1,50.8,74.3,53.6,25.1,20043,79.61,421164,49945,10.2,5.9,12.69,3690,2729,7188,3683
"Berkshire County, MA", MA,Berkshire County MA,333.371918,10,0.186906,20.8,44.2,68.1,47.5,28.4,5629,80.12,124944,56503,11.2,8.9,14.25,3690,3048,9662,4136
"Bernalillo County, NM", NM,Bernalillo County NM,738.4818924,15.3,0.591041,35.6,54.4,76.1,55.6,31.3,26825,78.7,679121,44057,15.5,8.8,13.87,3792,2982,6852,5718
"Berrien County, GA", GA,Berrien County GA,194.2461151,18.9,0.307629,50.7,65.6,80.6,67.7,25.2,428,75.18,19397,31535,20.1,4.5,13.09,3177,2713,5916,5622
"Berrien County, MI", MI,Berrien County MI,432.2005514,15.1,0.401358,26.2,49.4,73.4,53.3,33.8,6289,77.66,153401,47430,15.9,8,13.32,3246,2594,6888,5043
"Bertie County, NC", NC,Bertie County NC,152.3790798,22.8,0.49686,40.4,59.5,78.5,60.7,26.6,486,75.52,18947,34766,24.2,6.2,13.53,3177,2728,6876,5557
"Bethel Census Area, AK", AK,Bethel Census Area AK,275.9319743,25.3,0.315556,6.6,26.9,56.1,30.3,22.6,805,74.29,18386,43500,23.5,10.4,17.28,3792,2814,14808,5013
"Bexar County, TX", TX,Bexar County TX,431.0605685,15,0.555597,51.9,69.4,84.1,71,30.8,71110,78.65,2003554,46058,15.2,7.1,13.5,3177,2760,8424,3917
"Bibb County, AL", AL,Bibb County AL,217.6616915,17.8,0.3941,42.7,60.7,79,62.3,23.8,573,73.97,22394,30254,20.3,6.8,15.16,3177,2889,9648,6015
"Bibb County, GA", GA,Bibb County GA,524.1693112,28,0.546816,46.3,63.4,81.8,64.9,30.1,5050,73.78,153159,41709,23.2,8.3,13.16,3177,2713,6024,5649
"Bienville Parish, LA", LA,Bienville Parish LA,386.2384665,22.8,0.523297,45.8,64,81.6,65,26.7,418,73.9,13241,38493,24.4,6,13.58,3177,3042,6912,5321
"Big Horn County, MT", MT,Big Horn County MT,214.6909983,28.9,0.488617,24.6,46.3,71.7,47.3,36.2,357,73.62,13319,30533,26.1,5.6,14.25,3792,2450,7176,6726
"Big Horn County, WY", WY,Big Horn County WY,125.0625313,11.5,0.226043,17.9,45.8,72,45.7,41.6,269,77.76,11790,36903,12.1,6,12.45,3792,2570,6408,3611
"Big Stone County, MN", MN,Big Stone County MN,140.8936478,10.9,0.058801,11.9,45.1,71.5,46.8,32.3,119,79.89,4991,57221,11,5,13.36,3246,2696,5652,6255
"Billings County, ND", ND,Billings County ND,131.7706338,10,0.06643,16.3,43.7,70.9,44.8,30.2,16,84.04,928,74682,9.7,9.5,12.77,3246,2632,6720,4030
"Bingham County, ID", ID,Bingham County ID,147.9355266,11.1,0.405175,22.6,45,68.8,46.2,36.6,916,78.65,46811,36335,11.1,7.3,13.82,3792,2470,6588,6382
"Black Hawk County, IA", IA,Black Hawk County IA,430.0393826,12.2,0.297434,18.5,48.9,73.6,50.3,31.8,4145,79.42,131228,44764,13.7,7,13.69,3246,2791,6204,6305
"Blackford County, IN", IN,Blackford County IN,80.12178511,13.4,0.074113,25.4,50.7,73.7,53.4,26.4,384,76.81,11758,37677,12.8,7.2,12.82,3246,2848,6000,4625
"Bladen County, NC", NC,Bladen County NC,361.6221336,21.6,0.573888,42.7,60.7,79.4,62.3,32.1,1046,74.56,32722,34306,21.2,7.4,13.05,3177,2728,6072,5359
"Blaine County, ID", ID,Blaine County ID,328.1916639,6.9,0.356945,19.8,41.4,65.9,44.2,27.8,987,82.99,23021,113780,7.2,6.5,14.77,3792,2470,8148,6805
"Blaine County, MT", MT,Blaine County MT,287.7044216,20.9,0.531525,18.3,44.1,67.8,44.2,39.7,109,76.35,6681,31263,21.3,5,13.48,3792,2450,5904,6391
"Blaine County, NE", NE,Blaine County NE,98.81473579,13.3,0.023784,23.8,46.8,73.9,49,41,9,79.78,465,45788,15.9,8.7,12.89,3246,2783,5460,5385
"Blaine County, OK", OK,Blaine County OK,236.6255144,14.5,0.412397,36.2,57.8,81.9,60.1,30.2,261,75.24,9429,41493,14.9,5.2,13.07,3177,2646,6132,5430
"Blair County, PA", PA,Blair County PA,254.1286002,11.6,0.093045,26.2,48.4,70.9,51,25.1,5152,78.08,121829,46743,14.9,4.6,12.44,3690,2729,6732,3609
"Blanco County, TX", TX,Blanco County TX,186.5149678,9.8,0.366097,47.8,65.6,82.1,67.2,33.3,251,79.47,11931,51968,8.6,5.8,12.89,3177,2760,7332,3740
"Bland County, VA", VA,Bland County VA,14.84780995,12.1,0.101856,30.9,49.7,69.7,51.6,32,158,75.79,6280,37321,13.4,4.7,12.98,3177,2866,5784,5374
"Bleckley County, GA", GA,Bleckley County GA,156.6048078,18.5,0.451218,45.6,63,80.8,64.8,28.9,292,75.79,12873,33672,18.5,6.9,13.23,3177,2713,6156,5682
"Bledsoe County, TN", TN,Bledsoe County TN,85.66311035,20.8,0.149502,38.3,58,76.6,58.8,23.8,367,76.57,15064,26281,27.3,6.8,12.12,3177,2813,5904,3517
"Blount County, AL", AL,Blount County AL,210.8100636,13.1,0.221056,41.3,60.2,79.3,61.6,34,1008,76.16,57826,34976,16.3,6,15.16,3177,2889,9648,6015
"Blount County, TN", TN,Blount County TN,345.3265014,9.2,0.158881,36.8,57,75.4,58.2,30.3,4065,77.37,133088,42991,10.5,8.1,13.01,3177,2813,7488,3774
"Blue Earth County, MN", MN,Blue Earth County MN,242.6443658,11,0.189117,15,46.8,72.6,49.2,33.2,2181,81.02,67653,44383,15.2,7.5,14.39,3246,2696,7344,6705
"Boise County, ID", ID,Boise County ID,220.7505519,11.5,0.144202,24.6,44.1,66.4,45.4,36.6,288,81.05,7831,43392,11.6,5.5,14.29,3792,2470,7356,6590
"Bolivar County, MS", MS,Bolivar County MS,155.6580223,28.1,0.476531,41.2,62.6,82,64.2,29.4,1006,71.72,30628,38213,36.6,8.4,12.91,3177,2724,5916,5239
"Bollinger County, MO", MO,Bollinger County MO,136.1088871,16.3,0.064642,33,56.5,77.6,57.6,23.6,304,76.52,12133,32454,14.5,9,13.57,3246,2681,6504,5856
"Bon Homme County, SD", SD,Bon Homme County SD,151.7281133,15,0.219285,19.5,47.7,74.9,49.8,32.2,117,81.3,6901,38851,14.1,7.2,12.21,3246,2831,5844,3544
"Bond County, IL", IL,Bond County IL,28.62049227,10.8,0.218284,29.1,54.6,77.2,56.4,33.3,512,78.87,16426,37653,13,6.3,13.13,3246,2862,6096,5177
"Bonner County, ID", ID,Bonner County ID,100.7395759,12.6,0.120744,27.7,44.7,65.5,44.6,37.2,1592,79.37,45739,41209,12.6,10.7,14.27,3792,2470,7332,6584
"Bonneville County, ID", ID,Bonneville County ID,186.9471804,9.7,0.280032,21.3,43.3,67.2,45.2,35.2,2347,79,119062,48287,9.3,7.3,13.62,3792,2470,6264,6294
"Boone County, AR", AR,Boone County AR,355.653011,14.1,0.106016,34.9,56.5,77.6,58,37.9,830,77.22,37432,36089,15.1,6.2,13.04,3177,2633,5508,6005
"Boone County, IA", IA,Boone County IA,295.8579882,6.9,0.096709,19.6,49.6,73.6,51.6,37.1,588,78.98,26234,49606,8.7,5.8,13.85,3246,2791,6456,6369
"Boone County, IL", IL,Boone County IL,7.413310599,6.8,0.397937,20.4,47.7,72.4,50.8,27.9,2860,79.75,53544,47437,8.9,8.5,13.36,3246,2862,6480,5267
"Boone County, IN", IN,Boone County IN,34.72394464,5.2,0.14287,26,51.7,73.7,54,24.9,1522,78.87,67843,73531,6.9,6.2,14.03,3246,2848,8088,5063
"Boone County, KY", KY,Boone County KY,139.8241751,6.5,0.206288,30.8,54.2,75.9,55.9,33.5,3791,78.9,133581,48004,7.1,5.5,13.78,3177,3022,6816,5844
"Boone County, MO", MO,Boone County MO,364.8117677,12.8,0.341242,30.4,55.6,78.2,56.6,27.1,4070,79.82,180463,47687,17.2,5.8,14.6,3246,2681,8220,6284
"Boone County, NE", NE,Boone County NE,98.81473579,8.7,0.062653,21.9,47.7,73.9,49.8,36.3,73,81.06,5192,54024,10,4.9,12.89,3246,2783,5460,5385
"Boone County, WV", WV,Boone County WV,222.9194188,17.8,0.041444,33.4,55.4,76.2,56.4,20.4,784,72.93,21457,33592,18.9,2.1,12.46,3177,2662,5268,5006
"Borden County, TX", TX,Borden County TX,156.9858713,7.5,0.301148,45.7,65.4,82.7,65.7,35.2,14,79.62,654,63756,10.6,6.1,12.47,3177,2760,6588,3619
"Bosque County, TX", TX,Bosque County TX,78.40940913,12.5,0.339355,46.6,65.5,84.1,67.6,32.5,454,76.7,18685,41592,13.7,4.4,12.34,3177,2760,6348,3580
"Bossier Parish, LA", LA,Bossier Parish LA,224.5140241,17.8,0.481481,45.4,64.3,82.6,65.4,34.8,3612,77.14,127039,44149,16.4,4.5,13.84,3177,3042,7344,5416
"Botetourt County, VA", VA,Botetourt County VA,87.87346221,6.6,0.126151,35.4,57,77.3,58,32.1,777,79.69,33419,50274,5.7,4,13.5,3177,2866,6660,5579
"Bottineau County, ND", ND,Bottineau County ND,74.2280285,9.7,0.135495,6,41.4,67.6,41.9,39.9,159,79.85,6282,58823,9.7,2.3,12.63,3246,2632,6468,3985
"Boulder County, CO", CO,Boulder County CO,169.0060894,9.5,0.360671,26.8,40.5,64.7,44.3,21.2,11887,80.02,326196,73394,10.7,5.5,18.53,3792,2810,15276,7162
"Boundary County, ID", ID,Boundary County ID,101.3544642,14,0.163732,28,47.1,67.5,45,29.3,339,78.19,12245,36934,14.8,4.8,13.65,3792,2470,6312,6307
"Bourbon County, KS", KS,Bourbon County KS,457.8507945,14.5,0.167877,31.5,56.7,80.2,58.5,38.2,380,77.03,14534,42697,15.6,6,13.27,3246,2543,6468,5405
"Bourbon County, KY", KY,Bourbon County KY,115.0115012,14.1,0.268435,31.6,53.7,75.6,55.6,28.9,561,76.95,19788,44388,14.1,5.2,13.99,3177,3022,7164,5930
"Bowie County, TX", TX,Bowie County TX,622.5464503,17.4,0.506452,43.7,63.5,82.4,64.3,33.3,2864,75.69,93245,40010,16.8,4,12.89,3177,2760,7332,3740
"Bowman County, ND", ND,Bowman County ND,131.7706338,8.9,0.126877,17.2,41.9,69.6,43.7,30.2,55,78.58,3024,60829,8,5.3,12.63,3246,2632,6468,3985
"Box Butte County, NE", NE,Box Butte County NE,98.81473579,9.5,0.294049,25.7,45.3,72.6,47.4,40.5,257,78.71,10783,47359,10.3,5.9,12.89,3246,2783,5460,5385
"Box Elder County, UT", UT,Box Elder County UT,185.0612277,6.8,0.225697,24.2,46.4,73.2,48.5,38.1,1152,79.5,56046,37390,7.5,4.7,13.24,3792,2694,6324,5217
"Boyd County, KY", KY,Boyd County KY,165.6916091,15.8,0.124389,30.5,53.1,74.6,54.2,35,1465,76.01,46718,39746,20.6,4.1,13.67,3177,3022,6636,5800
"Boyd County, NE", NE,Boyd County NE,98.81473579,12.9,0.083589,20.8,46.7,74.2,49.2,35.4,30,80,1919,55795,14.1,4.4,12.89,3246,2783,5460,5385
"Boyle County, KY", KY,Boyle County KY,224.0375004,14,0.242834,32.9,55.1,76.1,56.9,28.5,922,77.02,30060,37780,15.5,3.8,13.34,3177,3022,6084,5664
"Bracken County, KY", KY,Bracken County KY,47.52851711,13.2,0.068352,31.4,53.2,75.4,56.6,26.2,233,75.19,8303,36758,14.1,5.6,13.78,3177,3022,6816,5844
"Bradford County, FL", FL,Bradford County FL,484.1713222,17.5,0.398624,53.9,66.7,81.1,69.9,29.4,641,76.07,28201,33557,21,6.9,13.08,3177,2792,7644,3796
"Bradford County, PA", PA,Bradford County PA,146.0299121,10.7,0.07415,24,46.2,69.3,48.9,24.4,2107,78.72,60323,41331,14.3,4.7,12.57,3690,2729,6972,3648
"Bradley County, AR", AR,Bradley County AR,275.5800516,20.6,0.580794,42.1,61.9,80.8,62.9,25.4,256,74.49,10763,39491,22.9,6.2,13.04,3177,2633,5508,6005
"Bradley County, TN", TN,Bradley County TN,600.895452,13.8,0.230552,38.7,58.4,77.8,59.4,30.9,3500,76.59,108110,39099,14.5,4.2,12.35,3177,2813,6312,3583
"Branch County, MI", MI,Branch County MI,203.8992875,14.1,0.162028,23.3,47.6,71,50.2,33.2,1591,78.04,43517,37622,13.2,3.7,13.16,3246,2594,6612,4982
"Brantley County, GA", GA,Brantley County GA,207.741089,17.8,0.137111,49.3,64.2,80.6,67.3,25.4,377,74.81,19109,27413,16.1,3.6,14.24,3177,2713,7836,6100
"Braxton County, WV", WV,Braxton County WV,193.076817,17.8,0.049209,31.3,52.9,74.1,55.1,19.2,542,76.5,13957,31594,18.3,8.2,13.29,3177,2662,6672,5323
"Brazoria County, TX", TX,Brazoria County TX,147.7704229,8.3,0.637752,53.4,68.7,82.8,71.3,32.4,15267,78.1,374264,47239,8.6,3.3,13.59,3177,2760,8592,3944
"Brazos County, TX", TX,Brazos County TX,418.8734225,22.3,0.590878,51.1,68.5,84.7,70.8,26.3,6233,79.92,229211,39216,20,5,13.36,3177,2760,8184,3878
"Breathitt County, KY", KY,Breathitt County KY,14.76559616,27.9,0.049227,34.9,57.4,75.4,58.1,23.7,336,70.22,12630,33753,29.2,3.3,12.92,3177,3022,5376,5490
"Breckinridge County, KY", KY,Breckinridge County KY,59.88023952,17.1,0.102344,33.2,55.9,76.4,57.8,27.2,572,76.2,20477,34461,18.3,3,13.27,3177,3022,5976,5637
"Bremer County, IA", IA,Bremer County IA,194.9317739,5.6,0.077953,16,47.1,72.1,49.2,32.8,533,82.14,25062,49405,6.7,4.4,13.35,3246,2791,5640,6160
"Brevard County, FL", FL,Brevard County FL,537.9223453,9.9,0.395788,59.8,70.2,81.8,75.4,33.8,18724,78.52,601942,45425,9.4,5.2,13.52,3177,2792,8424,3922
"Brewster County, TX", TX,Brewster County TX,107.6889942,14,0.531015,48.8,68.7,82.5,68.2,24.3,272,80.19,9203,45652,13.1,4.7,12.68,3177,2760,6960,3679
"Briscoe County, TX", TX,Briscoe County TX,268.7581544,13.4,0.448628,37.3,56.3,78,58.9,29.9,27,77.56,1546,35243,15,6.5,12.34,3177,2760,6348,3580
"Bristol Bay Borough, AK", AK,Bristol Bay Borough AK,104.1666667,10.7,0.648271,16.2,33.7,55.5,33.5,34.5,31,76.7,836,143575,9.8,4.2,14.66,3792,2814,10128,4254
"Bristol city, VA", VA,Bristol City VA,346.0008073,17.2,0.193176,33.1,53.3,73,54.6,29.6,566,74.18,16762,40912,21.8,4.4,13.34,3177,2866,6396,5517
"Bristol County, MA", MA,Bristol County MA,515.394913,10.1,0.26,28.1,47.3,72.2,52,27.1,30076,79.2,565217,54089,11.3,5.7,14.34,3690,3048,9813,4160
"Bristol County, RI", RI,Bristol County RI,83.29947176,8.2,0.122757,30,48.6,73.3,54.8,22.5,1896,81.16,48479,78805,6.8,5,14.73,3690,2879,9528,5422
"Broadwater County, MT", MT,Broadwater County MT,281.0962755,9.1,0.11525,24.3,45.1,67.2,45.6,33.9,163,79.57,6237,39306,9,4.8,14.17,3792,2450,7032,6688
"Bronx County, NY", NY,Bronx County NY,632.0428157,24.4,0.499601,32.3,52.6,77.3,57.3,24.8,94436,78.7,1418207,37376,26.2,5.6,21.77,3690,2935,19980,9568
"Brooke County, WV", WV,Brooke County WV,105.3208072,11.9,0.076058,28.3,50.5,73.2,52.9,30.7,889,77.11,21939,41740,12,5,12.56,3177,2662,5436,5044
"Brookings County, SD", SD,Brookings County SD,30.33244358,9.9,0.168155,12.6,43.8,70.4,45.8,29.5,811,81.24,35077,46302,11.9,4.9,13.16,3246,2831,7536,3818
"Brooks County, GA", GA,Brooks County GA,560.7115236,20.6,0.536623,49,65.1,80.7,67.1,32.4,354,75.59,15457,34944,21.9,6.1,13.49,3177,2713,6588,5789
"Brooks County, TX", TX,Brooks County TX,207.2682051,28.7,0.184482,55.7,72.5,84.6,73.2,28.4,278,76.41,7093,33861,29.6,4.5,12.34,3177,2760,6348,3580
"Broome County, NY", NY,Broome County NY,303.2389361,18.4,0.267476,22.6,45.4,69,48.8,30.8,7099,79.38,190488,44540,17.8,4.1,14.1,3690,2935,7272,6311
"Broomfield County, CO", CO,Broomfield County CO,50.44475459,4.2,0.375931,33.6,49.4,74.9,52.5,26.7,2670,80.02,70465,66410,4.1,2.9,17.4,3792,2810,13368,6726
"Broward County, FL", FL,Broward County FL,470.9480521,11,0.678237,67,74.5,83.1,79.1,29.2,90289,80.25,1952778,50269,12.3,5.5,15.75,3177,2792,12420,4570
"Brown County, IL", IL,Brown County IL,204.0816327,16.7,0.409032,26.7,52.8,75.9,54.4,31.4,115,79.09,6578,35166,14.8,4.5,14.34,3246,2862,8136,5654
"Brown County, IN", IN,Brown County IN,13.31292019,9.9,0.076017,28.9,53.4,75.3,55.2,30.3,506,79.4,15092,46785,10.5,7.9,14.03,3246,2848,8088,5063
"Brown County, KS", KS,Brown County KS,170.0510153,13,0.286786,26.6,53.6,77.4,55.2,34.7,230,77.76,9564,43023,15.4,5.5,13.16,3246,2543,6288,5364
"Brown County, MN", MN,Brown County MN,23.68545713,6.8,0.103683,14.2,46.1,72.4,48.1,35.2,731,81.26,25008,52995,7.4,6.5,13.32,3246,2696,5580,6236
"Brown County, NE", NE,Brown County NE,98.81473579,10.8,0.058825,25.6,48.5,74.5,50.9,33.6,38,80.4,2955,51496,11.6,4.2,13.03,3246,2783,5700,5441
"Brown County, OH", OH,Brown County OH,18.07337791,13.6,0.062697,28.9,51.1,72.2,52.7,27.4,1601,75.97,43432,37259,12.1,5.9,12.69,3246,2720,5652,4835
"Brown County, SD", SD,Brown County SD,189.9385338,9.1,0.185932,11.4,44.4,71.5,45.2,32,904,80.12,38839,52652,9.4,3.5,12.26,3246,2831,5928,3557
"Brown County, TX", TX,Brown County TX,368.2216747,15.6,0.414858,44.8,64.6,82.8,66,31.8,992,75.63,37864,38830,13.7,5,12.14,3177,2760,6000,3524
"Brown County, WI", WI,Brown County WI,278.09856,8.5,0.307059,16.7,44.2,69.5,47.8,31.9,8441,80.59,264542,52821,9.9,3.7,13.92,3246,2754,6864,6149
